"Local authority","Local authority code","Library name","Address 1","Address 2","Address 3","Postcode","Library type","Unique property reference number","Co-located","Easting","Northing","OA Code","Rural urban classification","IMD"
"County Durham","E06000047","Coundon Library","The Eden Centre, Victoria Lane","Bishop Auckland","County Durham","DL14 8NL","LAL",NULL,"No",424147,529697,"E00105957","D1",954
"County Durham","E06000047","Crook Library & Customer Access Point (CAP)","Civic Centre, North Terrace","Crook","County Durham","DL15 9ES","LAL",100110748685,"No",416490,535634,"E00105969","D1",9541
"County Durham","E06000047","Durham Clayport Library","Millennium Place","Durham","County Durham","DH1 1WA","LAL",NULL,"No",427457,542652,"E00171834","C1",23986
"County Durham","E06000047","Easington Colliery Library","Seaside Lane","Peterlee","County Durham","SR8 3PN","LAL",NULL,"No",443151,543886,"E00105302","D1",510
"County Durham","E06000047","Esh Winning Library","The Wynds","Durham","County Durham","DH7 9AD","LAL",NULL,"No",418742,541414,"E00105065","D1",6605
"County Durham","E06000047","Ferryhill Library","North Street","Ferryhill","County Durham","DL17 8HX","LAL",NULL,"No",428860,532877,"E00105599","D1",9871
"County Durham","E06000047","Horden Library","Sunderland Road","Peterlee","County Durham","SR8 4PF","LAL",NULL,"No",443786,541520,"E00105367","C1",6877
"County Durham","E06000047","Lanchester Library","Newbiggen Lane","Lanchester","County Durham","DH7 0NT","LAL",NULL,"No",416433,547572,"E00104850","D1",27646
"County Durham","E06000047","Langley Park Library","Old Co-operative Buildings, Front Street","Langley Park","County Durham","DH7 9XE","LAL",NULL,"No",421254,544905,"E00104823","D1",24416
"County Durham","E06000047","Murton Library","Barnes Road","Seaham","County Durham","SR7 9QR","LAL",NULL,"No",439428,547345,"E00105427","D1",2360
"County Durham","E06000047","Newton Aycliffe Library","Beveridge Way","Newton Aycliffe","County Durham","DL5 4EH","LAL",NULL,"Yes",427587,524974,"E00105725","C1",11881
"County Durham","E06000047","Newton Hall Library","Alnwick Road","Newton Hall","County Durham","DH1 5NL","LAL",NULL,"No",427288,545069,"E00105139","C1",24708
"County Durham","E06000047","Pelton Library","The Lavender Centre","Pelton","County Durham","DH2 1HS","LAL",NULL,"No",425539,553244,"E00104588","A1",4745
"County Durham","E06000047","Peterlee Library","St. Cuthberts Way","Peterlee","County Durham","SR8 1AF","LAL",NULL,"Yes",442961,540494,"E00105273","C1",10180
"County Durham","E06000047","Sacriston Library","Plawsworth Road","Sacriston","County Durham","DH7 6HU","LAL",NULL,"No",424163,547354,"E00104618","D1",7442
"County Durham","E06000047","Seaham Library","Seaham Contact Centre, St. John's Square","Seaham","County Durham","SR7 7JE","LAL",NULL,"No",442781,549199,"E00105458","C1",3850
"County Durham","E06000047","Sedgefield Library","Front Street","Cleveland","County Durham","TS21 3AT","LAL",NULL,"No",435716,528879,"E00105703","D1",20880
"County Durham","E06000047","Shildon Library","Church Street","Shildon","County Durham","DL4 1DU","LAL",NULL,"No",422836,526551,"E00105755","D1",4471
"County Durham","E06000047","Shotton Library","Co-operative Terrace","Shotton Colliery","County Durham","DL6 2LW","LAL",NULL,"No",441340,503516,"E00140632","F1",21698
"County Durham","E06000047","South Moor Library","Severn Crescent","Stanley","County Durham","DH9 7PX","LAL",NULL,"No",419248,552017,"E00104897","C1",1610
"County Durham","E06000047","Spennymoor Library","24 Cheapside","Spennymoor","County Durham","DL16 6DJ","LAL",NULL,"No",425912,533985,"E00105643","C1",3844
"County Durham","E06000047","Stanley Library","Stanley Louisa Centre, Front Street","Stanley","County Durham","DH9 0TE","LAL",10093431331,"No",419194,552688,"E00104839","C1",9495
"County Durham","E06000047","Thornley Library","High Street","Thornley","County Durham","DH6 3EL","LAL",NULL,"No",436452,539548,"E00105493","D1",8001
"County Durham","E06000047","Trimdon Library","Church Road","Trimdon","County Durham","TS29 6PY","LAL",NULL,"No",436933,534027,"E00105618","D1",14518
"County Durham","E06000047","Willington Library","46a High Street","Crook","County Durham","DL15 0PG","LAL",NULL,"No",419848,535147,"E00106099","D1",1307
"County Durham","E06000047","Wingate Library","Front Street","Wingate","County Durham","TS28 5AA","LAL",NULL,"No",440193,536839,"E00171878","D1",5619
"County Durham","E06000047","Wolsingham Library","Town Hall","Bishop Auckland","County Durham","DL13 3AB","LAL",NULL,"No",407610,537201,"E00106112","D1",19713
"County Durham","E06000047","Woodhouse Close Library","Woodhouse Lane","Bishop Auckland","County Durham","DL14 6JX","LAL",NULL,"No",420688,528404,"E00105940","C1",12247
"Coventry","E08000026","Aldermoor","Acorn Street","Stoke Aldermoor","West Midlands","CV3 1DP","LAL",NULL,"No",435803,277954,"E00048689","C1",3100
"Coventry","E08000026","Allesley Park","Allesley Park Neighbourhood Centre, Whitaker Road","Allesley Park","West Midlands","CV5 9JE","LAL",NULL,"Yes",430342,279539,"E00049012","C1",27289
"Coventry","E08000026","Bell Green","17-23 Riley Square","Bell Green","West Midlands","CV2 1LS","LAL",NULL,"No",435921,282204,"E00048638","C1",84
"Coventry","E08000026","Caludon","Caludon Castle School, Axholme Road","Coventry","West Midlands","CV2 5BD","LAL",NULL,"Yes",437259,279772,"E00049124","C1",15023
"Coventry","E08000026","Canley","Prior Deram Walk","Canley","West Midlands","CV4 8FT","LAL",NULL,"No",430076,277489,"E00048996","C1",2681
"Coventry","E08000026","Cheylesmore","Cheylesmore Community Centre, Poitiers Road","Cheylesmore","West Midlands","CV3 5JX","CL",NULL,"Yes",433879,276890,"E00048356","C1",9234
"Coventry","E08000026","Coundon","Moseley Avenue","Coundon","West Midlands","CV6 1HT","LAL",NULL,"No",432410,280329,"E00048741","C1",13092
"Coventry","E08000026","Coventry Central Library","Smithford Way","Coventry","West Midlands","CV1 1FY","LAL",NULL,"No",433210,279138,"E00048789","C1",5918
"Coventry","E08000026","Earlsdon Carnegie Community","Earldon Avenue North","Earlsdon","West Midlands","CV5 6FZ","CL",NULL,"No",432009,278210,"E00048369","C1",20866
"Coventry","E08000026","Finham","Finham Green Road","Finham","West Midlands","CV3 6EP","CL",NULL,"No",432955,275110,"E00048938","C1",30202
"Coventry","E08000026","Foleshill","Broad Street","Foleshill","West Midlands","CV6 5BG","LAL",NULL,"No",434447,281097,"E00048453","C1",1781
"Coventry","E08000026","Hillifields","St. Peters' Community Centre, Charles Street","Hillfields","West Midlands","CV1 5NP","LAL",NULL,"Yes",434036,279541,"E00172204","C1",30
"Coventry","E08000026","Holbrooks","Holbrooks Community Care Association, 115 Holbrook Lane","Holbrooks","West Midlands","CV6 4DE","LAL",NULL,"Yes",433460,282731,"E00048527","C1",2845
"Coventry","E08000026","Jubilee Crescent","Jubilee Crescent","Radford","West Midlands","CV6 3EX","LAL",NULL,"Yes",432888,281625,"E00048697","C1",8799
"Coventry","E08000026","Stoke","Kingsway","Stoke","West Midlands","CV2 4EA","LAL",NULL,"No",434971,279194,"E00048896","C1",5387
"Coventry","E08000026","Tile Hill","Jardine Crescent","Tile Hill","West Midlands","CV4 9PL","LAL",NULL,"No",428718,278884,"E00049116","C1",2536
"Coventry","E08000026","Willenhall","HAGARD Community Centre, Remembrance Road","Willenhall","West Midlands","CV3 3DP","LAL",NULL,"Yes",436634,276909,"E00048260","C1",563
"Croydon","E09000008","Ashburton","Shirley Road","Croydon","Surrey","CR9 7AL","LAL",10000104467,"Yes",534881,166672,"E00004922","A1",6442
"Croydon","E09000008","Bradmore Green","Bradmore Way","Coulsdon","Surrey","CR5 1PE","LAL",200001206439,"No",530861,158165,"E00005074","A1",29740
"Croydon","E09000008","Broad Green","89 Canterbury Road","Croydon","Surrey","CR0 3HH","LAL",10000104509,"No",531116,166830,"E00005046","A1",11374
"Croydon","E09000008","Coulsdon","Brighton Road","Coulsdon","Surrey","CR5 2NH","LAL",100023534265,"No",529802,159522,"E00005099","A1",12009
"Croydon","E09000008","Croydon Central Library","Katharine Street","Croydon","Surrey","CR9 1ET","LAL",100022917682,"Yes",532381,165364,"E00005206","A1",7053
"Croydon","E09000008","New Addington","New Addington Centre, 61 Central Parade","New Addington","Surrey","CR0 0JD","LAL",10014051914,"Yes",538476,161988,"E00005365","A1",7079
"Croydon","E09000008","Norbury","Beatrice Avenue","Norbury","Surrey","SW16 4UW","LAL",100023319420,"No",530815,169072,"E00005409","A1",11084
"Croydon","E09000008","Purley","Banstead Road","Purley","Surrey","CR8 3YH","LAL",200001215992,"No",531141,161686,"E00005464","A1",13043
"Croydon","E09000008","Sanderstead","Farm Fields","Croydon","Surrey","CR2 0HL","LAL",200001205396,"No",533444,161932,"E00005483","A1",30730
"Croydon","E09000008","Selsdon","Addington Road","Selsdon","Surrey","CR2 8LA","LAL",10014054952,"No",535054,162157,"E00005582","A1",21121
"Croydon","E09000008","Shirley","Wickham Road / Hartland Way","Croydon","Surrey","CR0 8BH","LAL",200001214848,"No",536156,165827,"E00005621","A1",23896
"Croydon","E09000008","South Norwood","Lawrence Road","South Norwood","Surrey","SE25 5AA","LAL",200001210571,"No",533755,168225,"E00005677","A1",4133
"Croydon","E09000008","Thornton Heath","190 Brigstock Road","Thornton Heath","Surrey","CR7 7JB","LAL",200001206453,"No",531887,168132,"E00004988","A1",6172
"Croydon","E09000008","Upper Norwood","39-41 Westow Hill","London","Surrey","SE19 1TJ","CRL",100023246690,"No",533506,170749,"E00015472","A1",10594
"Cumbria","E10000006","Alston (Local Link)","Alston Town Hall, Front Street","Alston","Cumbria","CA9 3RF","LAL",NULL,"Yes",371775,546475,"E00097573","D2",15661
"Cumbria","E10000006","Ambleside Library","Kelsick Road","Ambleside","Cumbria","LA22 0BZ","LAL",NULL,"No",337617,504253,"E00097952","D2",22479
"Cumbria","E10000006","Appleby Library","Low Wiend","Appleby-in-Westmorland","Cumbria","CA16 6QP","LAL",NULL,"No",368272,520393,"E00097581","D2",17803
"Cumbria","E10000006","Arnside Library Link","Educational Institute, Church Hill","Carnforth","Cumbria","LA5 0DA","LAL",NULL,"No",345681,478798,"E00097748","D1",26962
"Cumbria","E10000006","Askam Library","Lord Street","Askam-in-Furness","Cumbria","LA16 7AQ","LAL",NULL,"No",321400,477643,"E00096762","D1",18311
"Cumbria","E10000006","Aspatria (Local Link)","Market Square","Wigton","Cumbria","CA7 3EZ","LAL",NULL,"No",314251,541797,"E00096430","F2",16681
"Cumbria","E10000006","Barrow Library","Ramsden Square","Barrow-in-Furness","Cumbria","LA14 1LL","LAL",36007250,"No",319596,469449,"E00096828","C1",1085
"Cumbria","E10000006","Bolton Book Drop","Bolton Memorial Hall","Appleby-in-Westmorland","Cumbria","CA16 6AX","CRL",NULL,"No",363579,523528,"E00097597","E2",15659
"Cumbria","E10000006","Brampton Library","1 Market Place","Brampton","Cumbria","CA8 1NW","LAL",NULL,"No",353012,561093,"E00097036","D1",14237
"Cumbria","E10000006","Broughton in Furness (Library Link)","Victory Hall, Station Road","Broughton-in-Furness","Cumbria","LA20 6HN","LAL-",NULL,"No",321221,487442,"E00097762","E1",21103
"Cumbria","E10000006","Burton Book Drop","Burton Memorial Hall, Main Street","Burton-in-Kendal","Cumbria","LA6 1NA","ICL",NULL,"No",353039,476533,"E00097779","D1",30510
"Cumbria","E10000006","Carlisle Library","11 Globe Lane","Carlisle","Cumbria","CA3 8NX","LAL",NULL,"No",340149,556035,"E00097071","C1",8716
"Cumbria","E10000006","Carlisle West (Library Link)","19-23 Shadygrove Road","Carlisle","Cumbria","CA2 7LE","LAL",NULL,"No",338053,555458,"E00097006","C1",865
"Cumbria","E10000006","Cleator Moor Library","Market Square","Cleator Moor","Cumbria","CA25 5AP","LAL",NULL,"No",301947,515051,"E00097379","D1",2654
"Cumbria","E10000006","Cockermouth Library","Main Street","Cockermouth","Cumbria","CA13 9LU","LAL-",NULL,"No",311991,530722,"E00096463","D1",17999
"Cumbria","E10000006","Coniston (Library Link)","John Ruskin Institute","Coniston","Cumbria","LA21 8DU","LAL",NULL,"No",330203,497665,"E00097797","E2",17679
"Cumbria","E10000006","Cotehill Book Drop","Cotehill Village Hall, Front Street","Carlisle","Cumbria","CA4 0EA","CRL",NULL,"No",346928,550215,"E00097306","E1",27730
"Cumbria","E10000006","Dalston Library Link","St. Michael's Church, 1 The Square","Dalston","Cumbria","CA5 7PJ","LAL",NULL,"No",336921,550088,"E00097103","D1",21297
"Cumbria","E10000006","Dalton-in-Furness Library Link","Nelson Street","Dalton-in-Furness","Cumbria","LA15 8AF","LAL-",NULL,"Yes",322920,474131,"E00096775","D1",12620
"Cumbria","E10000006","Dent (Library Link)","Dent Reading Room, Main Street","Dent","Cumbria","LA10 5QL","LAL",NULL,"No",370523,486985,"E00098006","E2",18456
"Cumbria","E10000006","Denton Holme Library Link","Denton Holme Community Centre, Morley Street","Carlisle","Cumbria","CA2 5HQ","LAL",NULL,"Yes",339715,555081,"E00097124","C1",10347
"Cumbria","E10000006","Distington (Library Link)","Church Road","Workington","Cumbria","CA14 5TE","LAL-",NULL,"No",300556,523573,"E00097390","D1",4632
"Cumbria","E10000006","Egremont Library","West lakes Academy, Main Street","Egremont","Cumbria","CA22 2DQ","LAL",NULL,"No",301020,510969,"E00097423","D1",10793
"Cumbria","E10000006","Frizington Library","Main Street","Frizington","Cumbria","CA26 3PF","LAL",NULL,"No",303684,517604,"E00097439","D1",2243
"Cumbria","E10000006","Gosforth Village (Library Link)","Public Hall","Seascale","Cumbria","CA20 1AS","LAL-",NULL,"No",306821,503526,"E00097444","E2",22280
"Cumbria","E10000006","Grange over Sands Library","Grange Fell Road","Grange-over-Sands","Cumbria","LA11 6BQ","LAL",NULL,"No",340636,477912,"E00097831","D1",20259
"Cumbria","E10000006","Hallbankgate (Library link)",NULL,NULL,NULL,"CA8 2NJ","LAL",NULL,"No",358054,559628,"E00097175","E2",15895
"Cumbria","E10000006","Harraby (Library Link)","Harraby Community Centre, Edgehill Road","Carlisle","Cumbria","CA1 3PP","LAL",NULL,"No",342898,554330,"E00171981","C1",9053
"Cumbria","E10000006","Holme book drop","Holme Parish Hall, Duke Street","Holme","Cumbria","LA6 1PY","ICL",NULL,"No",352277,478810,"E00097785","D1",30510
"Cumbria","E10000006","Kendal Library","Stricklandgate","Kendal","Cumbria","LA9 4PY","LAL",100110759779,"No",351484,492878,"E00097859","C1",18672
"Cumbria","E10000006","Keswick Library","Heads Lane","Keswick","Cumbria","CA12 5HD","LAL",NULL,"No",326441,523524,"E00096563","D2",25053
"Cumbria","E10000006","Kirkby Lonsdale Library","Chapel Lane","Carnforth","Cumbria","LA6 2AL","LAL",NULL,"No",361127,478670,"E00097943","D2",24638
"Cumbria","E10000006","Kirkby Stephen (Local Link)","Old Grammar School, Vicarage Lane","Kirkby Stephen","Cumbria","CA17 4QX","LAL",NULL,"No",377554,508811,"E00097628","D2",14679
"Cumbria","E10000006","Lazonby Co-op (Library Link)","Henderson Building","Penrith","Cumbria","CA10 1BG","LAL-",NULL,"No",354770,539660,"E00097656","E2",23657
"Cumbria","E10000006","Longtown (Local Link)","Lochinvar Centre","Longtown","Cumbria","CA6 5UG","LAL",NULL,"No",338256,568847,"E00097185","D1",5233
"Cumbria","E10000006","Maryport Library","Lawson Street","Maryport","Cumbria","CA15 6ND","LAL",NULL,"No",303819,536460,"E00096605","D1",9737
"Cumbria","E10000006","Millom Library","St. George's Road","Millom","Cumbria","LA18 4DD","LAL",NULL,"No",317310,480027,"E00097537","D1",6551
"Cumbria","E10000006","Milnthorpe (Local Link)","19 The Square","Milnthorpe","Cumbria","LA7 7QJ","LAL",NULL,"No",349787,481475,"E00097994","D1",21028
"Cumbria","E10000006","Moorclose Library","Needham Drive","Workington","Cumbria","CA14 3SE","LAL",NULL,"No",299911,526963,"E00096579","C1",5253
"Cumbria","E10000006","Morton Library Link","Morton Community Centre, Wigton Road","Carlisle","Cumbria","CA2 6JP","LAL",NULL,"No",338278,554938,"E00097208","C1",4065
"Cumbria","E10000006","Nicholforest Book Drop","Nicholforest Village Hall","Carlisle","Cumbria","CA6 5QD","CRL",NULL,"No",344909,577164,"E00097195","F2",10462
"Cumbria","E10000006","Ormsgill (Library Link)","Ormsgill Primary School","Barrow-in-Furness","Cumbria","LA14 4AR","LAL-",NULL,"No",319705,471810,"E00096872","C1",344
"Cumbria","E10000006","Penrith Library","St Andrews Churchyard","Penrith","Cumbria","CA11 7YA","LAL",10070534870,"No",351623,530187,"E00097713","C2",18685
"Cumbria","E10000006","Roose Library","91-93 Roose Road","Barrow-in-Furness","Cumbria","LA13 9RJ","LAL",NULL,"No",321250,469050,"E00096911","C1",3421
"Cumbria","E10000006","Seascale Library Link","Gosforth Road","Seascale","Cumbria","CA20 1PN","LAL-",NULL,"No",304010,501151,"E00097566","D2",28140
"Cumbria","E10000006","Seaton Library","Main Street","Workington","Cumbria","CA14 1JD","LAL",NULL,"No",301668,530703,"E00096666","C1",22376
"Cumbria","E10000006","Sedbergh Library","Main Street","Sedbergh","Cumbria","LA10 5BN","LAL",NULL,"No",365637,492112,"E00098012","D2",22263
"Cumbria","E10000006","Shap Library","The Old Courthouse, Main Street","Penrith","Cumbria","CA10 3NL","CRL",NULL,"No",356292,515061,"E00097727","E2",23042
"Cumbria","E10000006","Silloth Library","Discovery Centre, Liddell Street","Wigton","Cumbria","CA7 4DD","LAL",NULL,"No",311236,553943,"E00096671","D2",15761
"Cumbria","E10000006","Tebay Book Drop","St. James Church, Church Street","Tebay","Cumbria","CA10 3UY","CRL",NULL,"No",361646,504371,"E00097668","E2",14264
"Cumbria","E10000006","Ulverston Library","Kings Road","Ulverston","Cumbria","LA12 0BT","LAL",NULL,"No",328635,478076,"E00098061","C1",13600
"Cumbria","E10000006","Walney Library","Central Drive","Barrow-in-Furness","Cumbria","LA14 3HY","LAL",NULL,"No",318049,468646,"E00096943","D1",15056
